bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country
"25.497041119156,61.67359057565474,25.92127540883072,61.89232257457359",uuuu,85633143,,847fcdbdf9c9a172a9a3d69149491cd8,,e9116abecafdf54213185b9a72d6bfb5,61.781215,25.695930,907198699,uuuu,FI,FI,1481176834,61.784249,25.695924,0,Luhanka,85683117,907/198/699/907198699.geojson,localadmin,85683117,figov,,,FI
"25.43742712463349,61.31062131659184,26.18773495664812,61.71838065195208",uuuu,85633143,,88e2b6b0ed2cba7cff76fa6dcbb56c7f,,857b5d05860d82a49a3a8aaee8ab9114,61.498464,25.721742,907198701,uuuu,FI,FI,1481176834,61.511959,25.684340,0,Sysma,85683091,907/198/701/907198701.geojson,localadmin,85683091,figov,,,FI
"21.71324758999653,61.2919110784411,22.1661258714736,61.42097610903798",uuuu,85633143,,45bb4d70a16b20566c2b296151ba2a99,,d3684c586b1412cb53a672379267a5ac,61.359192,21.948573,907198705,uuuu,FI,FI,1481176834,61.348808,21.945169,0,Nakkila,85683095,907/198/705/907198705.geojson,localadmin,85683095,figov,,,FI
"24.00826287668668,60.02249556530322,24.36176824252651,60.29464546893563",uuuu,85633143,,2671c2eba3f00c4316a84fffc24c67d3,,5fd8ee02d5ce1bdcc85171870b60035b,60.169033,24.220675,907198709,uuuu,FI,FI,1481176834,60.187750,24.223276,0,Siuntio,85683067,907/198/709/907198709.geojson,localadmin,85683067,figov,,,FI
"24.85549033674025,61.23996505562252,25.54515896325205,61.48690618375888",uuuu,85633143,,1c39c48ec6fe9b5dc97360a3db8d9140,,03f381a01767d2f776a25240bc693729,61.368180,25.199747,907198715,uuuu,FI,FI,1481176834,61.359149,25.205102,0,Padasjoki,85683091,907/198/715/907198715.geojson,localadmin,85683091,figov,,,FI
"27.35656950324876,60.34492343411042,27.88874190573694,60.66085012478962",uuuu,85633143,,c5040af405071228fc2eda1de5a102c5,,648dc0cb6a912de7e1563cfafb8e186e,60.528208,27.607369,907198719,uuuu,FI,FI,1481176835,60.520638,27.611431,0,Virolahti,85683081,907/198/719/907198719.geojson,localadmin,85683081,figov,,,FI
"26.31581606672937,61.15130193385476,27.38782473602895,61.60365795991972",uuuu,85633143,,de8632c2fdb8b1a8e54172306aac8cf3,,9933f5a7f58e054df476f4b98a913331,61.347456,26.875602,907198721,uuuu,FI,FI,1481176835,61.396926,26.738301,0,Mantyharju,85683109,907/198/721/907198721.geojson,localadmin,85683109,figov,,,FI
"29.40726777931048,61.72207280445561,30.48308670152602,62.25775298509227",uuuu,85633143,,60bbfb9ad2bb7c33aec35f04cf6f03a9,,575c7e93cd12173ca89c15206168d2c9,62.028971,29.919394,907198727,uuuu,FI,FI,1481176835,61.987709,29.866515,0,Kitee,85683133,907/198/727/907198727.geojson,localadmin,85683133,figov,,,FI
"23.2207491575551,61.19959667630721,23.73713256684239,61.39682548770839",uuuu,85633143,,8c6ad42c1962899f33f3f587470240c7,,d20294ff96b6f03a06cd2c8f74ce4da5,61.284347,23.485718,907198735,uuuu,FI,FI,1481176836,61.274670,23.485690,0,Vesilahti,85683099,907/198/735/907198735.geojson,localadmin,85683099,figov,,,FI
"27.42183732128175,60.60108138454819,27.99128281132424,60.84264003741158",uuuu,85633143,,05cc1613d5fa02fc341e48ef469dd09a,,522e3f79c5b6ec7c9e68a604bef7c52a,60.709963,27.661706,907198737,uuuu,FI,FI,1481176836,60.716030,27.666036,0,Miehikkala,85683081,907/198/737/907198737.geojson,localadmin,85683081,figov,,,FI
"25.77085020299074,61.39289383102388,26.34808216950394,61.80140787981895",uuuu,85633143,,6ebbd6c26133cafd4e398fafc0680a80,,601a7b32dde8ae924dd9342731ee2783,61.584984,26.049120,907198739,uuuu,FI,FI,1481176836,61.573829,26.044624,0,Hartola,85683091,907/198/739/907198739.geojson,localadmin,85683091,figov,,,FI
"26.23488320170182,61.33983182816388,26.65574586624482,61.65780525358434",uuuu,85633143,,b031a8bd9a8fb032e56e1cfaf7edba17,,85364f96795160afca9520da262b477d,61.499622,26.436310,907198743,uuuu,FI,FI,1481176837,61.508156,26.456940,0,Pertunmaa,85683109,907/198/743/907198743.geojson,localadmin,85683109,figov,,,FI
"25.84393014371787,61.60844941510321,26.53375146749512,62.04321899894291",uuuu,85633143,,47889964a1fa1bff38f882dd46048011,,861ace2184dfe9688468b378d7a2e868,61.829406,26.189024,907198751,uuuu,FI,FI,1481176837,61.823822,26.184344,0,Joutsa,85683117,907/198/751/907198751.geojson,localadmin,85683117,figov,,,FI
"26.36718130481727,61.50342638652738,27.02479701113879,61.86592385007959",uuuu,85633143,,1cd9ed5e7f8f2f48391d5bea93b463e6,,3ee02c3d149ee7985f95828801120fd5,61.694069,26.724501,907198755,uuuu,FI,FI,1481176837,61.700843,26.746994,0,Hirvensalmi,85683109,907/198/755/907198755.geojson,localadmin,85683109,figov,,,FI
"27.67439897171425,61.35039289959396,28.81786588391698,61.71694121011603",uuuu,85633143,,d5cea82a1db02e0ce168f0f2ffa57ef7,,9561cc7df95e16b2870d9f45c3410731,61.510770,28.193846,907198757,uuuu,FI,FI,1481176838,61.530635,28.232920,0,Puumala,85683109,907/198/757/907198757.geojson,localadmin,85683109,figov,,,FI
"27.17669444935458,61.01769168133679,27.93116091866806,61.3620783985391",uuuu,85633143,,d305679f5de33546389da09557dafdc2,,8abc52b5fc4afd531410e46aecb106e1,61.184181,27.564346,907198759,uuuu,FI,FI,1481176838,61.141941,27.532989,0,Savitaipale,85683103,907/198/759/907198759.geojson,localadmin,85683103,figov,,,FI
"27.37122773067133,61.54559553325937,28.22778485822879,62.0652775285827",uuuu,85633143,,ead8545f83ad9cd7a1e03ba9b5c23a22,,608c47589fb44db198ec8aa37aac44dc,61.840826,27.809106,907198761,uuuu,FI,FI,1481176838,61.840639,27.808668,0,Juva,85683109,907/198/761/907198761.geojson,localadmin,85683109,figov,,,FI
"26.8271668614194,61.2089551636114,27.90038241928924,62.19915638420936",uuuu,85633143,,9dd7082a0a5a1cb0c4d27ef2637e210a,,60b160b8dfc6b0f60bb4ec96b5a77027,61.676897,27.307015,907198765,uuuu,FI,FI,1481176839,61.635505,27.298839,0,Mikkeli,85683109,907/198/765/907198765.geojson,localadmin,85683109,figov,,,FI
"26.22072254440092,61.78865938797317,27.12916782862538,62.30772635258237",uuuu,85633143,,d5c840f5648b1e6762d9c97aeaf00522,,a335f73db7d61561a31cedfb2cdf15aa,62.033294,26.622181,907198773,uuuu,FI,FI,1481176839,62.035682,26.615319,0,Kangasniemi,85683109,907/198/773/907198773.geojson,localadmin,85683109,figov,,,FI
